decision,sim_time_s,robot_id,policy_action,executed_action,action_source,pos_x,pos_y,heading_deg,balls_held,target_x,target_y,us_score,opp_score,margin,reward,top_component,travelled_in,low_progress,balls_on_field,wall_ms
98,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,64.0,38.0,317,3,95.0,40.0,0,78,-78,-2.3429,ctrl_opp=-3.000,0.0,0,13,1032.6
99,120.0,1,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,0,78,-78,-2.1829,ctrl_opp=-3.000,0.0,0,13,1032.7
100,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,64.0,37.5,308,3,95.0,40.0,0,78,-78,-2.5429,ctrl_opp=-3.000,0.4,1,13,1039.5
101,120.0,1,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,0,78,-78,-2.1829,ctrl_opp=-3.000,0.0,0,13,1039.6
102,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,47.6,41.1,144,3,95.0,40.0,0,78,-78,-2.4178,ctrl_opp=-3.000,16.8,0,13,1573.6
103,120.0,1,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,0,78,-78,-2.1829,ctrl_opp=-3.000,0.0,0,13,1573.8
104,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,64.0,40.1,360,3,95.0,40.0,0,78,-78,-2.4079,ctrl_opp=-3.000,16.4,0,13,1569.7
105,120.0,1,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,0,78,-78,-2.1829,ctrl_opp=-3.000,0.0,0,13,1569.8
106,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,47.4,42.2,122,3,95.0,40.0,0,78,-78,-2.3629,ctrl_opp=-3.000,16.7,0,13,1569.6
107,120.0,1,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,DESCORE_RIGHT_LONG_GOAL_OPPONENT_FIELD,policy,115.6,39.1,270,0,,,0,78,-78,-2.1829,ctrl_opp=-3.000,0.0,0,13,1569.7
108,120.0,0,SCORE_RIGHT_LONG_GOAL_ALLIANCE,SCORE_RIGHT_LONG_GOAL_ALLIANCE,policy,64.0,40.1,360,3,95.0,40.0,0,78,-78,-2.4179,ctrl_opp=-3.000,16.7,0,13,1560.2
